id,collection,dc.contributor.author,dc.contributor.translator,dc.date.issued,dc.description[en],dc.identifier.citation[en],dc.identifier.DOI,dc.identifier.issn,dc.language.iso[en],dc.publisher[en],dc.title[en],dc.type[en],prism.issueIdentifier[en],prism.publicationName[en],prism.volume[en],pdf_filename,issueurl,pdfname,title,author_problem,date-text,author_citation
+,2451/61976,"Gilkes, Dana",,2005,,"Dana Gilkes, ""The Home Liberation Front,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/km0e-33ma",https://doi.org/10.33682/km0e-33ma,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Home Liberation Front,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3,0302048.pdf,http://www.nyu.edu/calabash/vol3no2/,vol3no2/0302048.pdf,The Home Liberation Front,,Fall-Winter 2005,Dana Gilkes
+,2451/61976,"Gilkes, Dana",,2005,,"Dana Gilkes, ""Woe and Redemption,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/q2j4-jtt0",https://doi.org/10.33682/q2j4-jtt0,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Woe and Redemption,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3,0302050.pdf,http://www.nyu.edu/calabash/vol3no2/,vol3no2/0302050.pdf,Woe and Redemption,,Fall-Winter 2005,Dana Gilkes
+,2451/61976,"Peters, Trevor",,2005,,"Trevor Peters, ""The Nation Mourns,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/ku0e-fczc",https://doi.org/10.33682/ku0e-fczc,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Nation Mourns,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3,0302066.pdf,http://www.nyu.edu/calabash/vol3no2/,vol3no2/0302066.pdf,The Nation Mourns,,Fall-Winter 2005,Trevor Peters
+,2451/61976,"de Rooy, Felix",,2000-09,,"Felix de Rooy, ""I Think I Saw Apollo Weeping,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/s2px-zxhc",https://doi.org/10.33682/s2px-zxhc,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,I Think I Saw Apollo Weeping,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1,I_Think_I_Saw_Apollo_Weeping.pdf,http://www.nyu.edu/calabash/vol1no1//,I Think I Saw Apollo Weeping.pdf,I Think I Saw Apollo Weeping,,September 2000,Felix de Rooy
+,2451/61976,"Spalding, June",,2000-09,,"June Spalding, ""I Remember Two Seasons,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/jcpb-6bjh",https://doi.org/10.33682/jcpb-6bjh,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,I Remember Two Seasons,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1,I_Remember_Two_Seasons.pdf,http://www.nyu.edu/calabash/vol1no1//,I Remember Two Seasons.pdf,I Remember Two Seasons,,September 2000,June Spalding
+,2451/61976,"Torres, Lidia",,2000-09,,"Lidia Torres, ""Two Guavas,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/g3k1-rmur",https://doi.org/10.33682/g3k1-rmur,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Two Guavas,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1,Two_Guavas.pdf,http://www.nyu.edu/calabash/vol1no1//,Two Guavas.pdf,Two Guavas,,September 2000,Lidia Torres
+,2451/61976,"Torres, Lidia",,2000-09,,"Lidia Torres, ""Visiting The Dead,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/qhb6-17h7",https://doi.org/10.33682/qhb6-17h7,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Visiting The Dead,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1,Visiting_The_Dead.pdf,http://www.nyu.edu/calabash/vol1no1//,Visiting The Dead.pdf,Visiting The Dead,,September 2000,Lidia Torres
+,2451/61976,"Vernon, Evie",,2000-09,,"Evie Vernon, ""The Exile's Return,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/x5cx-drtn",https://doi.org/10.33682/x5cx-drtn,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Exile's Return,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1,The_Exile's_Return.pdf,http://www.nyu.edu/calabash/vol1no1//,The Exile's Return.pdf,The Exile's Return,,September 2000,Evie Vernon
+,2451/61976,"Ramsumair, Rahda Krishna",,2004,,"Rahda Krishna Ramsumair, ""A Gift of Easter Lilies,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 1 (Fall-Spring 2004), https://doi.org/10.33682/d113-9d0q",https://doi.org/10.33682/d113-9d0q,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,A Gift of Easter Lilies,Article,1,Calabash: a Journal of Caribbean Arts and Letters,3,0301035.pdf,http://www.nyu.edu/calabash/vol3no1/,0301035.pdf,A Gift of Easter Lilies,,Fall-Spring 2004,Rahda Krishna Ramsumair
+,2451/61976,"Calderaro, Michela A.",,2004,,"Michela A. Calderaro, ""I am the Line Break of Desire: A Conversation with Shara McCallum,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 1 (Fall-Spring 2004), https://doi.org/10.33682/8b38-mk66",https://doi.org/10.33682/8b38-mk66,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,I am the Line Break of Desire: A Conversation with Shara McCallum,Article,1,Calabash: a Journal of Caribbean Arts and Letters,3,0301114.pdf,http://www.nyu.edu/calabash/vol3no1/,0301114.pdf,I am the Line Break of Desire: A Conversation with Shara McCallum,,Fall-Spring 2004,Michela A. Calderaro
+,2451/61976,"Peters, Trevor",,2004,"Correction: In the Fall-Spring 2004 issue of Calabash, the name of the book written on by Trevor Peters was incorrect. The book is The Chosen Place, The Timeless People by Paule Marshall.","Trevor Peters, ""On the Descendants of Paule Marshall,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 1 (Fall-Spring 2004), https://doi.org/10.33682/p9ej-qz1x",https://doi.org/10.33682/p9ej-qz1x,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,On the Descendants of Paule Marshall,Article,1,Calabash: a Journal of Caribbean Arts and Letters,3,0301124.pdf,http://www.nyu.edu/calabash/vol3no1/,0301124.pdf,On the Descendants of Paule Marshall,,Fall-Spring 2004,Trevor Peters
+,2451/61976,"McLean, Dolace",,2004,,"Dolace McLean, ""Review of Madison Smartt Bell's ""The Stone That the Builder Refused"","" Calabash: a Journal of Caribbean Arts and Letters 3, no. 1 (Fall-Spring 2004), https://doi.org/10.33682/sb1m-cge4",https://doi.org/10.33682/sb1m-cge4,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,"Review of Madison Smartt Bell's ""The Stone That the Builder Refused""",Article,1,Calabash: a Journal of Caribbean Arts and Letters,3,0301136.pdf,http://www.nyu.edu/calabash/vol3no1/,0301136.pdf,"Review of Madison Smartt Bell's ""The Stone That the Builder Refused""",,Fall-Spring 2004,Dolace McLean
+,2451/61976,"Nimblett, Anton",,2003,,"Anton Nimblett, ""Marjory's Meal,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/7844-jnhk",https://doi.org/10.33682/7844-jnhk,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Marjory's Meal,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202078.pdf,http://www.nyu.edu/calabash/vol2no2/,0202078.pdf,Marjory's Meal,,Summer-Fall 2003,Anton Nimblett
+,2451/61976,"Hernandez, Alba Delia",,2003,,"Alba Delia Hernandez, ""I Cannot See the Holy Ghost,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/u68q-bzg9",https://doi.org/10.33682/u68q-bzg9,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,I Cannot See the Holy Ghost,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202128.pdf,http://www.nyu.edu/calabash/vol2no2/,0202128.pdf,I Cannot See the Holy Ghost,,Summer-Fall 2003,Alba Delia Hernandez
+,2451/61976,"Hernandez, Alba Delia",,2003,,"Alba Delia Hernandez, ""Muñeca,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/e6b0-r9jy",https://doi.org/10.33682/e6b0-r9jy,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Muñeca,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202131.pdf,http://www.nyu.edu/calabash/vol2no2/,0202131.pdf,Muñeca,,Summer-Fall 2003,Alba Delia Hernandez
+,2451/61976,"Georges, Danielle Legros",,2002,,"Danielle Legros Georges, ""Fillette,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/4fyb-eb7d",https://doi.org/10.33682/4fyb-eb7d,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Fillette,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Fillette.pdf,http://www.nyu.edu/calabash/vol2no1/,Fillette.pdf,Fillette,,Fall 2002,Danielle Legros Georges
+,2451/61976,"Georges, Danielle Legros",,2002,,"Danielle Legros Georges, ""Anacaona,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/fnm8-0det",https://doi.org/10.33682/fnm8-0det,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Anacaona,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Anacaona.pdf,http://www.nyu.edu/calabash/vol2no1/,Anacaona.pdf,Anacaona,,Fall 2002,Danielle Legros Georges
+,2451/61976,"Murphy, Y. C.",,2002,,"Y. C. Murphy, ""Parrot Music Box,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/ch4k-axqd",https://doi.org/10.33682/ch4k-axqd,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Parrot Music Box,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Parrot_Music_Box.pdf,http://www.nyu.edu/calabash/vol2no1/,Parrot Music Box.pdf,Parrot Music Box,ambiguous,Fall 2002,Y. C. Murphy
+,2451/61976,"Ecury, Nydia",,2001,,"Nydia Ecury, ""Next-Door Patient / Pashent aki banda,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/9sn9-syy6",https://doi.org/10.33682/9sn9-syy6,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Next-Door Patient / Pashent aki banda,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,Next-door_Patient.pdf,http://www.nyu.edu/calabash/vol1no2/,Next-door Patient.pdf,Next-Door Patient / Pashent aki banda,,Spring-Summer 2001,Nydia Ecury
+,2451/61976,"Ecury, Nydia",,2001,,"Nydia Ecury, ""My Love, A Ribbon In The Wind/ Mi Amor, Un Sinta,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/uyq4-zvud",https://doi.org/10.33682/uyq4-zvud,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,"My Love, A Ribbon In The Wind/ Mi Amor, Un Sinta",Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,My_Love_A_Ribbon_In_The_Wind.pdf,http://www.nyu.edu/calabash/vol1no2/,My Love A Ribbon In The Wind.pdf,"My Love, A Ribbon In The Wind/ Mi Amor, Un Sinta",,Spring-Summer 2001,Nydia Ecury
+,2451/61976,"Sekou, Lasana M.",,2001,,"Lasana M. Sekou, ""Title Deed,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/9aq8-4fkc",https://doi.org/10.33682/9aq8-4fkc,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Title Deed,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,Title_Deed.pdf,http://www.nyu.edu/calabash/vol1no2/,Title Deed.pdf,Title Deed,,Spring-Summer 2001,Lasana M. Sekou
+,2451/61976,"Sekou, Lasana M.",,2001,,"Lasana M. Sekou, ""Visit and Fellowship,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/4yam-1x2g",https://doi.org/10.33682/4yam-1x2g,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Visit and Fellowship,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,Visit_and_Fellowship.pdf,http://www.nyu.edu/calabash/vol1no2/,Visit and Fellowship.pdf,Visit and Fellowship,,Spring-Summer 2001,Lasana M. Sekou
+,2451/61976,"Sekou, Lasana M.",,2001,,"Lasana M. Sekou, ""Direction II,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/8gwn-brun",https://doi.org/10.33682/8gwn-brun,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Direction II,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,Direction_II.pdf,http://www.nyu.edu/calabash/vol1no2/,Direction II.pdf,Direction II,,Spring-Summer 2001,Lasana M. Sekou
+,2451/61976,"Jimenez, Sandy",,2005,,"Sandy Jimenez, ""Notes About the Moon my Favorite Stellar Body of the Moment in Half Translation,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/krq2-c63b",https://doi.org/10.33682/krq2-c63b,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Notes About the Moon my Favorite Stellar Body of the Moment in Half Translation,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3,0302069.pdf,http://www.nyu.edu/calabash/vol3no2/,vol3no2/0302069.pdf,Notes About the Moon my Favorite Stellar Body of the Moment in Half Translation,,Fall-Winter 2005,Sandy Jimenez
+,2451/61976,"Ortiz, Jina",,2005,,"Jina Ortiz, ""Six Poems About the Little Island of Mine,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/bwe6-1v8r",https://doi.org/10.33682/bwe6-1v8r,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Six Poems About the Little Island of Mine,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3,0302070.pdf,http://www.nyu.edu/calabash/vol3no2/,vol3no2/0302070.pdf,Six Poems About the Little Island of Mine,,Fall-Winter 2005,Jina Ortiz
+,2451/61976,"Ortiz, Jina",,2005,,"Jina Ortiz, ""Seis Poemas de mi Isla Pequeña,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/w0ke-x7ft",https://doi.org/10.33682/w0ke-x7ft,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Seis Poemas de mi Isla Pequeña,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3,0302073.pdf,http://www.nyu.edu/calabash/vol3no2/,vol3no2/0302073.pdf,Seis Poemas de mi Isla Pequeña,,Fall-Winter 2005,Jina Ortiz
+,2451/61976,"Vernon, Evie",,2000-09,,"Evie Vernon, ""The Exile,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/6eub-v8cg",https://doi.org/10.33682/6eub-v8cg,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Exile,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1,The_Exile.pdf,http://www.nyu.edu/calabash/vol1no1//,The Exile.pdf,The Exile,,September 2000,Evie Vernon
+,2451/61976,"Calderaro, Michela A.",,2000-09,,"Michela A. Calderaro, ""Transferring The Carribean Babylon To The Stage: An Interview With Gus Edwards,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/evxq-cgy3",https://doi.org/10.33682/evxq-cgy3,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Transferring The Carribean Babylon To The Stage: An Interview With Gus Edwards,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1,Transferring_The_Carribean.pdf,http://www.nyu.edu/calabash/vol1no1//,Transferring The Carribean.pdf,Transferring The Carribean Babylon To The Stage: An Interview With Gus Edwards,,September 2000,Michela A. Calderaro
+,2451/61976,"Calderaro, Michela A.",,2000-09,,"Michela A. Calderaro, ""The Unbridled Sea: A Review Of Shara McCullum's, ""The Sea Beneath Us"","" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/zqux-s5yf",https://doi.org/10.33682/zqux-s5yf,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,"The Unbridled Sea: A Review Of Shara McCullum's, ""The Sea Beneath Us""",Article,1,Calabash: a Journal of Caribbean Arts and Letters,1,The_Unbridled_Sea.pdf,http://www.nyu.edu/calabash/vol1no1//,The Unbridled Sea.pdf,"The Unbridled Sea: A Review Of Shara McCullum's, ""The Sea Beneath Us""",,September 2000,Michela A. Calderaro
+,2451/61976,"Tolentino, Marianne de",,2000-09,,"Marianne de Tolentino, ""The Visual Arts Of Aruba And The Netherlands Antilles,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/c8gq-pfsv",https://doi.org/10.33682/c8gq-pfsv,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Visual Arts Of Aruba And The Netherlands Antilles,Article,1,Calabash: a Journal of Caribbean Arts and Letters,1,The_Visual_Arts_Of_Aruba.pdf,http://www.nyu.edu/calabash/vol1no1//,The Visual Arts Of Aruba.pdf,The Visual Arts Of Aruba And The Netherlands Antilles,,September 2000,Marianne de Tolentino
+,2451/61976,"Adisa, Opal Palmer",,2000-09,,"Opal Palmer Adisa, ""Mommie, My Star Pupil,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 1 (September 2000), https://doi.org/10.33682/x2cx-36yx",https://doi.org/10.33682/x2cx-36yx,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,"Mommie, My Star Pupil",Article,1,Calabash: a Journal of Caribbean Arts and Letters,1,Mommie_My_Star_Pupil.pdf,http://www.nyu.edu/calabash/vol1no1//,Mommie My Star Pupil.pdf,"Mommie, My Star Pupil",,September 2000,Opal Palmer Adisa
+,2451/61976,"Bishop, Jacqueline",,2004,,"Jacqueline Bishop, ""Gaugin,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 1 (Fall-Spring 2004), https://doi.org/10.33682/c31q-y2w8",https://doi.org/10.33682/c31q-y2w8,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Gaugin,Article,1,Calabash: a Journal of Caribbean Arts and Letters,3,0301079.pdf,http://www.nyu.edu/calabash/vol3no1/,0301079.pdf,Gaugin,,Fall-Spring 2004,Jacqueline Bishop
+,2451/61976,"Bishop, Jacqueline",,2004,,"Jacqueline Bishop, ""The Woman in the Park,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 1 (Fall-Spring 2004), https://doi.org/10.33682/jewd-za7s",https://doi.org/10.33682/jewd-za7s,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Woman in the Park,Article,1,Calabash: a Journal of Caribbean Arts and Letters,3,0301081.pdf,http://www.nyu.edu/calabash/vol3no1/,0301081.pdf,The Woman in the Park,,Fall-Spring 2004,Jacqueline Bishop
