pdf_filename,author,author_index,author_problem,issue,volume,date-iso,date-text,issueurl,pdfname,title,title_noquotes,issn,journaltitle,publisher
0501044.pdf,Ashley Rousseau,"Rousseau, Ashley",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501044.pdf,A Fish-Eye Country,A Fish-Eye Country,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501001.pdf,Yvonne C. Murphy,"Murphy, Yvonne C.",ambiguous,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501001.pdf,Bioluminescence,Bioluminescence,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501002.pdf,Bob Stewart,"Stewart, Bob",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501002.pdf,Shantimee,Shantimee,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501003.pdf,Lasana M. Sekou,"Sekou, Lasana M.",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501003.pdf,Mariposa,Mariposa,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501004.pdf,Lasana M. Sekou,"Sekou, Lasana M.",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501004.pdf,City of Poetry,City of Poetry,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501005.pdf,Lasana M. Sekou,"Sekou, Lasana M.",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501005.pdf,DM5,DM5,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501006.pdf,Lasana M. Sekou,"Sekou, Lasana M.",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501006.pdf,Homework,Homework,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501007.pdf,Lasana M. Sekou,"Sekou, Lasana M.",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501007.pdf,Whatever,Whatever,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501008.pdf,Lasana M. Sekou,"Sekou, Lasana M.",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501008.pdf,St.Martin Children II,St.Martin Children II,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501009.pdf,Cheryl Boyce-Taylor,"Boyce-Taylor, Cheryl",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501009.pdf,Wild Sorrell,Wild Sorrell,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501010.pdf,Cheryl Boyce-Taylor,"Boyce-Taylor, Cheryl",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501010.pdf,After Chemo,After Chemo,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501011.pdf,Cheryl Boyce-Taylor,"Boyce-Taylor, Cheryl",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501011.pdf,Borscht,Borscht,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501012.pdf,Cheryl Boyce-Taylor,"Boyce-Taylor, Cheryl",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501012.pdf,Roy,Roy,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501013.pdf,Yolaine M. St. Fort,"St. Fort, Yolaine M.",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501013.pdf,A Place Without Hurt,A Place Without Hurt,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501014.pdf,Yolaine M. St. Fort,"St. Fort, Yolaine M.",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501014.pdf,Yesterday,Yesterday,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501015.pdf,Yolaine M. St. Fort,"St. Fort, Yolaine M.",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501015.pdf,Forgive Her,Forgive Her,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501016.pdf,Janine Joseph,"Joseph, Janine",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501016.pdf,The Whole Truth and Nothing,The Whole Truth and Nothing,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501017.pdf,Janine Joseph,"Joseph, Janine",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501017.pdf,First Lesson,First Lesson,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501018.pdf,Vanesssa Simmons,"Simmons, Vanesssa",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501018.pdf,Shhh,Shhh,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501019.pdf,Roberto Strongman,"Strongman, Roberto",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501019.pdf,The Snake Tree,The Snake Tree,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501020.pdf,Roberto Strongman,"Strongman, Roberto",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501020.pdf,All Soul's Daydream,All Soul's Daydream,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501021.pdf,Opal Palmer Adisa,"Adisa, Opal Palmer",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501021.pdf,Water Witch,Water Witch,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501022.pdf,Opal Palmer Adisa,"Adisa, Opal Palmer",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501022.pdf,Stepping Into Blessings,Stepping Into Blessings,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501024.pdf,Brian Carey Chung,"Chung, Brian Carey",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501024.pdf,Signs in the Backyard,Signs in the Backyard,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501025.pdf,Danielle Legros Georges,"Georges, Danielle Legros",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501025.pdf,Your Insistence,Your Insistence,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501026.pdf,Danielle Legros Georges,"Georges, Danielle Legros",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501026.pdf,Good-bye,Good-bye,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501027.pdf,Marianela Medrano,"Medrano, Marianela",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501027.pdf,Ham and Cheese,Ham and Cheese,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501104.pdf,Michela A. Calderaro,"Calderaro, Michela A.",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501104.pdf,An Interview with Opal Palmer Adisa,An Interview with Opal Palmer Adisa,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501115.pdf,Sassy Ross,"Ross, Sassy",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501115.pdf,The Art of Collaboration: An Interview with Kwame Dawes,The Art of Collaboration: An Interview with Kwame Dawes,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501123.pdf,Marianela Medrano,"Medrano, Marianela",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501123.pdf,Interview with Annecy Baez,Interview with Annecy Baez,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501128.pdf,Myriam J. A. Chancy,"Chancy, Myriam J. A.",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501128.pdf,Dancing Words: Illness & The Writing Process,Dancing Words: Illness & The Writing Process,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501147.pdf,Dolace McLean,"McLean, Dolace",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501147.pdf,Book Review: Paradise Lost … and Found,Book Review: Paradise Lost … and Found,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501144.pdf,Michela A. Calderaro,"Calderaro, Michela A.",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501144.pdf,Book Review: Lorna Goodison and Our Garden of Eden,Book Review: Lorna Goodison and Our Garden of Eden,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501151.pdf,Michela A. Calderaro,"Calderaro, Michela A.",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501151.pdf,Book Review: The River’s Song,Book Review: The River’s Song,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501061.pdf,Gus Edwards,"Edwards, Gus",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501061.pdf,Swimming and Diving,Swimming and Diving,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501066.pdf,Anton Nimblett,"Nimblett, Anton",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501066.pdf,Just Now,Just Now,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501080.pdf,Eduardo Febles,"Febles, Eduardo",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501080.pdf,Lizards and Butterfly Bats,Lizards and Butterfly Bats,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501090.pdf,Barbara Southard,"Southard, Barbara",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501090.pdf,Heavy Downpour,Heavy Downpour,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501098.pdf,Marianela Medrano,"Medrano, Marianela",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501098.pdf,The Tao of Majerete,The Tao of Majerete,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501101.pdf,Yolaine M. St. Fort,"St. Fort, Yolaine M.",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501101.pdf,The Lesson,The Lesson,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
